email_id,subject,email_body,claim_type,urgency,fraud_flag
212,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
213,Health insurance claim for treatment,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
214,Medical reimbursement request,"Following my treatment for dengue, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
215,Medical reimbursement request,I was hospitalized due to fracture at PGIMER Chandigarh. Medical bills amounting to Rs 294070 are attached. Kindly process my health insurance claim.,Health,High,No
216,Hospitalization claim submission,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: PGIMER Chandigarh.",Health,High,No
217,Health insurance claim for treatment,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
218,Hospitalization claim submission,"Following my treatment for typhoid, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,High,No
219,Hospitalization claim submission,"Following my treatment for fracture, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,Medium,No
220,Health insurance claim for treatment,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,Medium,No
221,Health insurance claim for treatment,"Following my treatment for dengue, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
222,Hospitalization claim submission,"Following my treatment for malaria, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,High,No
223,Hospitalization claim submission,I was hospitalized due to typhoid at AIIMS Delhi. Medical bills amounting to Rs 88707 are attached. Kindly process my health insurance claim.,Health,Medium,No
224,Medical reimbursement request,I was hospitalized due to malaria at Fortis Hospital. Medical bills amounting to Rs 42907 are attached. Kindly process my health insurance claim.,Health,Medium,No
225,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
226,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
227,Health insurance claim for treatment,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
228,Medical reimbursement request,I was hospitalized due to typhoid at Fortis Hospital. Medical bills amounting to Rs 47357 are attached. Kindly process my health insurance claim.,Health,Medium,No
229,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
230,Hospitalization claim submission,"Following my treatment for typhoid, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,High,No
231,Hospitalization claim submission,"Following my treatment for dengue, I am submitting documents for reimbursement. Hospital name: PGIMER Chandigarh.",Health,Medium,No
232,Medical reimbursement request,"Following my treatment for dengue, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,Medium,No
233,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
234,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
235,Medical reimbursement request,"Following my treatment for malaria, I am submitting documents for reimbursement. Hospital name: Fortis Hospital.",Health,Medium,No
236,Medical reimbursement request,"Following my treatment for malaria, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
237,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
238,Health insurance claim for treatment,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
239,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
240,Health insurance claim for treatment,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
241,Hospitalization claim submission,"Following my treatment for dengue, I am submitting documents for reimbursement. Hospital name: PGIMER Chandigarh.",Health,High,No
242,Hospitalization claim submission,I was hospitalized due to covid at Fortis Hospital. Medical bills amounting to Rs 194335 are attached. Kindly process my health insurance claim.,Health,High,No
243,Medical reimbursement request,"Following my treatment for typhoid, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,Medium,No
244,Health insurance claim for treatment,I was hospitalized due to malaria at AIIMS Delhi. Medical bills amounting to Rs 39390 are attached. Kindly process my health insurance claim.,Health,Medium,No
245,Medical reimbursement request,I was hospitalized due to malaria at AIIMS Delhi. Medical bills amounting to Rs 182569 are attached. Kindly process my health insurance claim.,Health,Medium,No
246,Health insurance claim for treatment,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: AIIMS Delhi.",Health,Medium,No
247,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
248,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,Medium,No
249,Health insurance claim for treatment,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
250,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
251,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
252,Health insurance claim for treatment,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: PGIMER Chandigarh.",Health,Medium,No
253,Hospitalization claim submission,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
254,Medical reimbursement request,I was hospitalized due to typhoid at PGIMER Chandigarh. Medical bills amounting to Rs 86180 are attached. Kindly process my health insurance claim.,Health,High,No
255,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
256,Health insurance claim for treatment,"Following my treatment for covid, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
257,Health insurance claim for treatment,"Following my treatment for fracture, I am submitting documents for reimbursement. Hospital name: Apollo Hospital.",Health,High,No
258,Medical reimbursement request,Please find attached my medical reports and bills for insurance claim after hospitalization.,Health,High,No
